job_id,minute,gpu_util,mem_util,loss,checkpoint
1,61,88.54,54.47,0.9258,0
1,62,86.42,51.78,0.651,0
1,63,88.84,58.87,0.6757,0
1,64,82.91,57.29,0.6415,0
1,65,88.42,60.09,0.6067,0
1,66,86.58,60.82,0.6029,0
1,67,85.41,59.12,0.6011,0
1,68,85.69,60.99,0.6297,1
1,69,86.19,59.4,0.6143,0
1,70,88.24,60.3,0.6217,0
1,71,81.45,56.6,0.5877,0
1,72,83.66,58.17,0.5965,0
1,73,81.31,59.3,0.6026,0
1,74,80.86,61.17,0.5739,0
1,75,83.64,57.53,0.5879,0
2,0,87.21,78.61,3.3493,0
2,1,85.37,78.04,3.2736,0
2,2,87.44,79.92,3.2657,0
2,3,90.57,74.6,3.27,1
2,4,91.09,74.86,3.2676,0
2,5,94.91,74.73,3.2699,0
2,6,93.67,78.54,3.2728,0
2,7,88.5,80.66,3.2716,0
2,8,93.79,74.79,3.2714,0
2,9,90.33,74.89,3.2717,0
2,10,94.01,77.11,3.2726,0
2,11,88.13,75.43,3.2694,0
2,12,86.9,79.02,3.274,0
2,13,88.61,69.41,3.2739,0
2,14,88.0,73.68,3.2731,0
2,15,86.2,73.82,3.2736,0
2,16,80.05,69.2,3.2729,0
2,17,85.07,73.27,3.2775,0
2,18,59.45,73.42,3.2719,0
2,19,58.86,75.56,3.2713,0
2,20,61.3,79.5,3.2701,0
2,21,58.95,75.43,3.2693,0
2,22,54.77,73.07,3.2688,1
2,23,52.82,75.99,3.2697,0
2,24,52.93,79.31,3.2719,0
2,25,55.44,73.24,3.273,0
2,26,54.24,73.43,3.2722,0
2,27,51.79,77.84,3.27,0
2,28,55.81,75.5,3.2745,0
2,29,55.19,78.11,3.2741,0
2,30,93.71,76.12,3.2717,0
2,31,91.47,78.27,3.2703,0
2,32,93.86,73.06,3.2736,0
2,33,90.72,76.13,3.2726,0
2,34,90.15,75.53,3.2682,0
2,35,93.51,72.52,3.2719,0
2,36,86.31,71.47,3.2728,0
2,37,81.65,78.22,3.2697,0
2,38,90.51,75.11,3.2726,0
2,39,91.78,73.1,3.2682,0
2,40,83.51,75.87,3.2757,0
2,41,79.04,79.55,3.2754,1
2,42,82.76,69.32,3.2714,0
2,43,82.78,71.67,3.2731,0
2,44,83.31,73.39,3.2656,0
2,45,81.58,80.55,3.269,0
2,46,86.65,77.01,3.2713,0
2,47,87.55,78.47,3.2692,0
2,48,83.68,72.74,3.274,0
2,49,90.4,72.8,3.2774,0
2,50,94.99,77.51,3.2689,0
2,51,91.39,76.34,3.2699,0
2,52,91.04,77.81,3.2727,0
2,53,92.22,75.6,3.2764,0
2,54,94.51,77.0,1.0596,0
2,55,88.74,76.64,1.0233,0
2,56,93.25,78.5,1.0094,0
2,57,91.33,78.58,1.0047,0
2,58,96.13,71.3,0.9995,0
2,59,90.06,69.42,0.96,0
2,60,93.51,79.17,0.9799,1
2,61,85.35,79.73,0.9101,0
2,62,88.36,73.1,0.9245,0
2,63,86.56,70.58,0.9754,0
2,64,82.63,76.46,0.9026,0
2,65,84.52,78.96,0.9197,0
3,0,85.13,72.92,3.0123,0
3,1,86.74,77.67,2.9782,0
3,2,90.95,78.83,2.9696,0
3,3,88.6,79.41,2.9258,0
3,4,91.52,78.27,2.9002,0
3,5,88.98,78.61,2.8698,0
3,6,93.03,82.16,2.8348,0
3,7,91.97,81.42,2.7544,0
3,8,89.75,69.14,2.7741,1
3,9,90.33,76.79,2.7314,0
3,10,89.41,77.24,2.6869,0
3,11,87.87,72.48,2.7348,0
3,12,91.45,78.02,2.7101,0
3,13,85.13,81.48,2.6753,0
3,14,83.09,74.48,2.6224,0
3,15,76.85,78.75,2.6247,0
3,16,78.41,74.99,2.5665,0
3,17,78.77,75.72,2.5467,0
3,18,76.79,82.17,2.4901,0
3,19,81.4,76.11,2.5034,0
3,20,77.36,79.12,2.4712,0
3,21,81.21,72.12,2.4137,0
3,22,78.75,83.33,2.4218,0
3,23,79.64,79.55,2.3981,0
3,24,80.57,77.19,2.4223,1
3,25,82.27,79.46,2.3772,0
3,26,88.18,73.51,2.3329,0
3,27,79.76,81.29,2.3168,0
3,28,82.19,76.77,2.29,0
3,29,87.35,77.13,2.2623,0
3,30,90.03,76.26,2.219,0
3,31,92.73,76.0,2.2212,0
3,32,92.86,79.82,2.1854,0
3,33,91.01,78.51,2.1522,0
3,34,94.42,79.69,2.1758,0
3,35,93.96,77.71,2.1527,0
3,36,90.99,79.28,2.0782,0
3,37,91.77,76.48,2.1001,0
3,38,88.63,84.43,2.1085,0
3,39,84.96,73.03,2.0907,0
3,40,86.44,81.52,2.0708,1
3,41,83.31,81.84,2.0272,0
3,42,81.48,75.18,1.9864,0
3,43,83.8,84.43,1.9619,0
3,44,72.89,80.72,1.9792,0
3,45,74.69,80.65,1.962,0
3,46,74.86,77.82,1.9668,0
3,47,76.91,77.09,1.9443,0
3,48,77.55,77.11,1.896,0
3,49,75.17,78.91,1.8508,0
3,50,77.55,81.94,1.8568,0
3,51,79.21,78.28,1.8532,0
3,52,89.05,75.0,1.8259,0
3,53,89.07,80.21,1.7998,0
3,54,85.2,80.5,1.8042,0
3,55,86.92,79.7,1.769,0
3,56,86.39,79.97,1.7497,0
3,57,85.68,76.93,1.7573,0
3,58,91.03,74.95,1.7237,0
3,59,89.35,75.13,1.7243,0
3,60,91.77,72.83,1.7096,0
3,61,87.72,78.45,1.659,0
3,62,89.17,77.49,1.6603,0
3,63,90.46,76.42,1.6934,0
3,64,89.73,68.87,1.6136,0
3,65,88.36,74.0,1.5769,0
3,66,82.39,81.1,1.5754,0
3,67,86.15,75.74,1.5732,0
3,68,80.39,78.82,1.5729,0
3,69,82.48,73.57,1.5738,0
3,70,79.61,82.05,1.5765,0
3,71,75.21,77.31,1.5727,0
3,72,77.23,78.61,1.5762,1
3,73,78.69,84.72,1.572,0
3,74,79.45,82.29,1.5746,0
3,75,78.1,76.82,1.5754,0
3,76,83.17,75.96,1.5813,0
3,77,83.05,76.76,1.5716,0
3,78,81.33,79.27,1.5789,0
3,79,85.45,77.42,1.5755,0
3,80,90.08,76.55,1.5762,0
3,81,91.8,82.14,1.5754,0
3,82,85.36,77.4,1.5763,0
3,83,87.46,84.64,1.5747,0
3,84,94.56,78.01,1.5788,0
3,85,88.94,83.09,1.574,0
3,86,39.61,78.81,1.578,0
3,87,41.58,80.63,1.5735,0
3,88,43.46,75.56,1.575,1
3,89,41.72,75.18,1.5724,0
3,90,40.71,79.12,1.5763,0
3,91,40.55,80.7,1.5788,0
3,92,40.67,77.86,1.5749,0
3,93,40.86,73.88,1.5746,0
3,94,40.71,73.66,1.5723,0
3,95,42.26,73.46,1.5745,0
3,96,39.08,72.44,1.2517,0
3,97,42.19,78.07,1.2347,0
3,98,40.7,81.11,1.2325,0
3,99,76.09,77.7,1.2246,0
3,100,71.16,70.96,1.1555,0
3,101,74.64,77.17,1.2107,0
3,102,74.24,77.25,1.1597,0
3,103,74.17,84.03,1.1384,0
3,104,78.11,73.37,1.1634,1
3,105,85.92,76.57,1.1575,0
3,106,84.14,82.86,1.1286,0
3,107,89.15,79.09,1.1575,0
3,108,88.56,79.43,1.0939,0
3,109,90.96,78.08,1.1082,0
3,110,87.99,78.73,1.0947,0
3,111,92.5,80.07,1.0993,0
3,112,93.6,75.31,1.0986,0
3,113,90.54,80.37,1.0577,0
3,114,93.19,73.62,1.0924,0
3,115,92.64,78.72,1.0673,0
3,116,88.93,78.27,1.01,0
3,117,86.27,75.89,1.0,0
3,118,42.18,77.67,1.0404,0
3,119,42.08,75.87,1.027,0
3,120,41.74,74.52,1.0218,1
3,121,38.77,76.68,1.0157,0
3,122,81.23,74.43,1.0141,0
3,123,81.28,78.71,1.0243,0
3,124,80.36,74.29,0.9651,0
3,125,81.99,79.87,0.9559,0
3,126,80.98,74.19,0.9503,0
3,127,75.36,76.04,0.9774,0
3,128,82.53,75.86,0.9939,0
3,129,77.82,81.71,0.9446,0
3,130,82.9,78.73,0.8856,0
3,131,81.86,77.1,0.8983,0
3,132,82.23,79.23,0.913,0
3,133,80.41,71.42,0.9129,0
3,134,86.16,77.61,0.9096,0
3,135,84.26,83.73,0.9139,0
3,136,91.96,78.14,0.8983,1
3,137,94.46,77.94,0.9256,0
3,138,89.48,79.38,0.8758,0
3,139,92.66,80.42,0.8646,0
3,140,90.14,71.75,0.8923,0
3,141,90.04,72.69,0.8932,0
3,142,92.82,78.37,0.8918,0
3,143,89.74,75.59,0.8919,0
3,144,92.85,81.67,0.8933,0
3,145,85.77,76.79,0.8915,0
3,146,87.82,71.93,0.8901,0
3,147,83.9,73.93,0.8907,0
3,148,84.04,69.49,0.8929,0
3,149,79.48,77.04,0.8916,0
3,150,79.27,77.17,0.8923,0
3,151,78.2,76.46,0.893,0
3,152,75.85,80.97,0.8908,0
3,153,79.43,81.33,0.8932,0
3,154,79.63,77.23,0.8924,0
3,155,80.1,71.33,0.889,0
3,156,83.42,79.59,0.8946,0
3,157,84.45,79.4,0.8905,0
3,158,81.37,78.67,0.8881,0
3,159,84.87,80.68,0.8894,0
3,160,84.05,74.24,0.8895,0
3,161,87.3,83.76,0.8917,0
3,162,87.25,74.86,0.891,0
3,163,94.08,79.99,0.8909,0
3,164,91.94,72.68,0.8929,0
3,165,91.15,74.95,0.8923,0
3,166,94.96,82.29,0.8923,0
3,167,86.43,76.96,0.8925,0
3,168,86.32,80.26,0.8929,1
3,169,92.49,78.45,0.8872,0
3,170,89.48,77.42,0.8908,0
3,171,88.53,81.83,0.887,0
3,172,83.0,77.03,0.8917,0
3,173,84.59,72.4,0.8916,0
3,174,88.0,75.33,0.8938,0
3,175,83.5,79.39,0.8941,0
3,176,80.5,78.92,0.892,0
3,177,77.89,73.04,0.8905,0
3,178,77.23,75.57,0.8926,0
3,179,72.5,75.99,0.8905,0
3,180,78.46,76.64,0.8916,0
3,181,80.32,73.61,0.8937,0
3,182,75.03,75.85,0.8904,0
3,183,78.4,75.55,0.8933,0
3,184,78.52,80.05,0.893,1
3,185,80.54,80.17,0.6782,0
3,186,84.75,77.3,0.6514,0
3,187,81.07,76.56,0.6314,0
3,188,89.41,78.16,0.6448,0
3,189,91.18,75.29,0.5593,0
3,190,89.85,74.3,0.6383,0
3,191,85.14,74.92,0.5337,0
3,192,89.36,75.83,0.5781,0
3,193,95.06,74.25,0.6288,0
3,194,84.76,78.22,0.6258,0
3,195,90.18,79.93,0.5812,0
3,196,87.11,72.98,0.5889,0
3,197,90.78,77.81,0.6374,0
3,198,85.59,77.08,0.5876,0
3,199,86.65,78.76,0.6526,0
3,200,85.38,77.7,0.6541,1
3,201,86.93,73.38,0.6563,0
3,202,80.35,73.95,0.6514,0
3,203,80.54,77.83,0.6543,0
3,204,74.92,80.82,0.6526,0
3,205,80.99,71.1,0.6521,0
3,206,75.87,78.78,0.6529,0
3,207,76.53,81.31,0.6524,0
3,208,78.42,77.28,0.6524,0
3,209,75.46,79.39,0.6517,0
3,210,81.15,75.63,0.6503,0
3,211,84.44,77.38,0.6501,0
3,212,84.35,72.88,0.6532,0
3,213,81.32,70.71,0.6519,0
3,214,86.63,80.57,0.6514,0
3,215,90.33,74.78,0.6523,0
3,216,85.12,76.37,0.6534,1
3,217,88.18,73.58,0.6525,0
3,218,93.79,73.51,0.6514,0
3,219,92.63,77.22,0.654,0
3,220,92.94,75.55,0.6545,0
3,221,96.13,78.87,0.653,0
3,222,91.86,79.1,0.6537,0
3,223,91.21,78.7,0.654,0
3,224,94.96,78.45,0.6539,0
3,225,86.09,82.47,0.6532,0
3,226,82.97,74.54,0.6531,0
3,227,84.36,77.57,0.653,0
3,228,82.82,81.14,0.6507,0
3,229,79.0,81.53,0.6533,0
3,230,76.59,73.47,0.6504,0
3,231,84.11,76.8,0.6512,0
3,232,78.68,81.81,0.6541,1
3,233,75.96,79.26,0.6535,0
3,234,80.39,78.32,0.5408,0
4,0,80.62,71.68,1.775,1
4,1,88.13,66.71,1.7711,0
4,2,91.32,66.51,1.7819,0
4,3,87.71,69.61,1.7644,0
4,4,89.7,70.02,1.7586,0
4,5,84.46,63.93,1.7655,0
4,6,89.61,68.96,1.6811,0
4,7,85.25,69.55,1.7367,0
4,8,86.99,68.86,1.6997,0
4,9,80.96,67.06,1.6816,0
4,10,84.57,67.89,1.6373,0
4,11,84.3,68.97,1.6741,1
4,12,78.65,69.78,1.5888,0
4,13,77.11,71.32,1.653,0
4,14,74.47,72.75,1.5873,0
4,15,79.67,68.62,1.6139,0
4,16,79.87,68.14,1.5976,0
4,17,78.83,70.82,1.6179,0
4,18,85.45,71.34,1.5724,0
4,19,84.85,68.2,1.5479,0
4,20,84.79,71.87,1.541,0
4,21,87.27,72.44,1.574,0
4,22,92.04,73.38,1.5442,1
4,23,91.02,74.84,1.5099,0
4,24,88.78,66.9,1.5024,0
4,25,89.71,69.55,1.458,0
4,26,83.92,69.54,1.496,0
4,27,85.3,69.21,1.4314,0
4,28,83.93,67.56,1.4833,0
4,29,80.86,65.05,1.4571,0
4,30,81.9,69.78,1.5029,0
4,31,78.1,67.2,1.4052,0
4,32,81.11,69.76,1.4197,0
4,33,81.57,67.12,1.4569,1
4,34,73.78,66.2,1.4315,0
4,35,85.36,70.21,1.3741,0
4,36,76.34,69.96,1.3871,0
4,37,84.09,71.24,1.3715,0
4,38,89.74,76.06,1.3686,0
4,39,87.64,70.34,1.3343,0
4,40,85.59,70.96,1.3398,0
4,41,86.8,66.27,1.2924,0
4,42,91.81,65.64,1.3262,0
4,43,83.6,74.25,1.3246,0
4,44,89.96,66.73,1.2983,1
4,45,91.53,66.37,1.2547,0
4,46,92.24,69.39,1.2549,0
4,47,90.82,69.23,1.2554,0
4,48,90.62,66.8,1.2545,0
4,49,91.79,68.59,1.2549,0
4,50,92.13,73.19,1.254,0
4,51,91.88,67.09,1.2543,0
4,52,90.86,65.32,1.2544,0
4,53,92.2,72.33,1.2545,0
4,54,90.92,70.98,1.2552,0
4,55,91.12,67.64,1.2549,0
4,56,90.74,64.76,1.2543,0
4,57,92.76,67.27,1.2533,0
4,58,92.16,69.34,1.2543,0
4,59,92.13,73.0,1.2542,0
4,60,92.71,66.39,1.2545,0
4,61,94.12,69.25,1.2569,0
4,62,90.05,71.53,1.2536,0
4,63,90.92,62.36,1.2548,0
4,64,91.03,72.61,1.2555,0
4,65,90.82,65.96,1.2544,0
4,66,90.62,70.5,1.2571,0
4,67,91.32,70.24,1.2538,0
4,68,90.49,72.76,1.2547,0
4,69,91.89,71.16,1.2533,0
4,70,91.63,62.37,1.2538,0
4,71,92.02,67.15,1.2546,0
4,72,92.04,69.92,1.2553,0
4,73,92.13,68.92,1.2546,0
4,74,91.25,70.94,1.2558,0
4,75,93.49,71.87,1.2542,0
4,76,91.8,71.33,1.2539,0
4,77,89.91,68.86,1.2575,0
4,78,90.68,63.96,1.2547,0
4,79,90.02,68.14,1.2534,0
4,80,91.6,70.75,1.2534,0
4,81,91.48,66.23,1.2531,0
4,82,91.16,71.4,1.2554,0
4,83,93.4,72.23,1.2538,0
4,84,80.97,69.88,0.9627,0
4,85,78.65,60.31,0.9846,0
4,86,81.12,65.67,0.9603,0
4,87,80.49,75.16,0.9552,0
4,88,80.22,67.86,0.9772,1
4,89,80.42,63.55,0.9222,0
4,90,84.91,73.21,0.9756,0
4,91,83.96,69.54,0.9082,0
4,92,85.43,72.82,0.9204,0
4,93,87.93,70.33,0.9789,0
4,94,93.02,70.88,0.953,0
4,95,86.07,70.59,0.9212,0
4,96,91.42,71.6,0.8924,0
4,97,84.27,76.34,0.8874,0
4,98,88.55,72.42,0.888,0
4,99,90.55,64.76,0.8893,1
4,100,86.22,70.84,0.8911,0
4,101,83.77,72.93,0.8861,0
4,102,80.44,73.11,0.8865,0
4,103,80.76,68.22,0.885,0
4,104,79.36,73.0,0.8893,0
4,105,77.88,72.29,0.8869,0
4,106,79.55,77.22,0.8884,0
4,107,81.72,67.25,0.8906,0
4,108,80.67,67.98,0.8879,0
4,109,82.17,68.59,0.8897,0
4,110,82.45,68.03,0.8886,0
4,111,88.35,66.83,0.8907,0
4,112,89.94,61.22,0.8903,0
4,113,89.9,68.2,0.8878,0
4,114,91.94,70.61,0.8889,0
4,115,89.38,68.02,0.8915,0
4,116,89.24,75.31,0.8901,0
4,117,87.7,69.54,0.8863,0
4,118,85.13,73.38,0.8906,0
4,119,82.36,70.29,0.887,0
4,120,87.68,71.98,0.8922,0
4,121,79.77,70.34,0.8914,1
4,122,78.43,73.61,0.8899,0
4,123,80.92,69.67,0.8896,0
4,124,80.77,70.99,0.8888,0
4,125,77.47,70.6,0.8907,0
4,126,85.07,68.64,0.8885,0
4,127,83.59,70.72,0.8898,0
4,128,82.72,76.21,0.8911,0
4,129,90.04,68.69,0.8881,0
4,130,89.92,70.76,0.888,0
4,131,86.05,73.28,0.8867,0
4,132,93.97,72.92,0.887,1
4,133,90.93,69.54,0.6982,0
4,134,88.47,62.35,0.694,0
4,135,91.23,71.05,0.7125,0
4,136,86.11,62.85,0.6815,0
4,137,83.98,73.91,0.7287,0
4,138,80.81,70.01,0.6806,0
4,139,82.59,72.5,0.7697,0
4,140,81.41,66.8,0.6841,0
4,141,79.88,64.85,0.6931,0
4,142,78.05,70.29,0.6549,0
4,143,81.09,69.4,0.726,1
4,144,81.78,68.03,0.7074,0
4,145,80.14,69.76,0.6829,0
4,146,81.46,77.81,0.638,0
4,147,88.16,72.01,0.6731,0
4,148,81.6,72.65,0.636,0
4,149,89.58,72.04,0.6968,0
4,150,88.31,73.94,0.6768,0
4,151,92.66,68.93,0.6552,0
4,152,87.47,63.34,0.5883,0
4,153,89.2,68.94,0.6209,0
4,154,85.07,71.94,0.6591,1
4,155,84.69,66.59,0.6687,0
4,156,52.55,68.97,0.6625,0
4,157,51.34,67.43,0.5915,0
4,158,55.36,74.01,0.6353,0
4,159,53.82,71.75,0.6497,0
4,160,51.45,71.46,0.5795,0
4,161,52.66,71.37,0.6173,0
4,162,54.44,69.39,0.621,0
4,163,53.18,70.1,0.6033,0
4,164,52.9,65.95,0.5612,0
4,165,55.19,62.94,0.5961,0
4,166,52.26,69.95,0.5928,0
4,167,90.55,70.48,0.5941,0
4,168,90.71,73.13,0.5805,0
4,169,89.72,74.22,0.5804,0
4,170,86.09,74.21,0.5873,0
4,171,89.75,66.51,0.5963,0
4,172,83.34,68.45,0.5745,0
4,173,87.67,70.94,0.5688,0
4,174,90.27,77.1,0.5783,0
4,175,82.58,73.94,0.525,0
4,176,82.01,72.86,0.582,1
4,177,78.7,68.34,0.5671,0
4,178,75.35,66.85,0.5652,0
4,179,78.87,71.87,0.5853,0
4,180,78.66,66.2,0.5096,0
4,181,79.17,68.79,0.5062,0
4,182,88.72,69.16,0.5596,0
4,183,86.75,74.28,0.5497,0
4,184,88.51,68.44,0.5514,0
4,185,87.94,62.19,0.5328,0
4,186,88.95,71.02,0.5583,0
4,187,91.92,67.41,0.5623,1
4,188,88.98,69.63,0.5484,0
4,189,89.43,69.24,0.5271,0
4,190,86.25,68.68,0.4783,0
4,191,84.27,71.87,0.5476,0
4,192,79.95,64.91,0.5563,0
4,193,77.01,67.95,0.5393,0
4,194,41.0,71.56,0.4987,0
4,195,40.55,67.66,0.535,0
4,196,40.36,64.68,0.5372,0
4,197,41.67,71.51,0.5521,0
4,198,41.34,72.87,0.4888,1
4,199,41.87,69.37,0.5026,0
4,200,41.27,63.62,0.5245,0
4,201,42.09,71.62,0.5049,0
4,202,41.22,64.52,0.4732,0
4,203,85.61,70.43,0.5091,0
4,204,89.68,66.84,0.5109,0
5,0,79.5,70.21,2.3914,0
5,1,81.61,63.97,2.4008,0
5,2,85.51,60.91,2.4169,0
5,3,83.88,63.7,2.3379,0
5,4,88.0,59.27,2.3225,0
5,5,87.12,66.82,2.3199,0
5,6,85.31,60.32,2.3161,0
5,7,85.27,63.81,2.2214,0
5,8,90.78,65.5,2.2081,0
5,9,85.84,63.46,2.2271,0
5,10,89.05,62.59,2.117,0
5,11,82.1,62.34,2.1546,0
5,12,82.37,62.13,2.0776,0
5,13,85.79,60.57,2.0802,0
5,14,75.37,60.95,2.0464,0
5,15,71.61,66.74,2.0038,0
5,16,78.15,61.98,1.9788,0
5,17,71.78,59.95,1.9862,0
5,18,73.1,60.75,1.9755,0
5,19,71.42,65.6,1.9801,0
5,20,73.75,64.33,1.9792,0
5,21,71.33,63.98,1.9743,0
5,22,74.29,61.53,1.9816,0
5,23,77.23,64.02,1.9793,0
5,24,75.21,60.37,1.9743,0
5,25,77.76,61.52,1.9829,0
5,26,80.48,65.21,1.9846,0
5,27,79.54,64.93,1.9848,0
5,28,83.66,59.36,1.9815,0
5,29,86.35,59.74,1.9806,0
5,30,86.04,62.63,1.9843,0
5,31,86.94,67.48,1.9854,0
5,32,87.7,56.56,1.9838,1
5,33,85.8,63.14,1.9777,0
5,34,88.42,58.17,1.981,0
5,35,89.15,60.4,1.9817,0
5,36,82.95,61.21,1.9751,0
5,37,83.64,61.04,1.9818,0
5,38,80.02,60.7,1.9871,0
5,39,79.71,62.32,1.9823,0
5,40,80.98,60.7,1.9848,0
5,41,76.8,57.92,1.981,0
5,42,69.85,64.64,1.9802,0
5,43,74.54,64.56,1.9816,0
5,44,76.03,64.83,1.978,0
5,45,72.38,57.68,1.9776,0
5,46,75.86,63.2,1.9842,0
5,47,72.51,64.33,1.9845,0
5,48,71.75,59.21,1.9775,0
5,49,77.34,62.33,1.9833,0
5,50,74.32,61.95,1.9802,0
5,51,79.94,67.83,1.9814,0
5,52,85.56,68.08,1.9818,0
5,53,79.26,57.31,1.9827,0
5,54,82.3,69.78,1.985,0
5,55,84.07,59.56,1.9833,0
5,56,87.25,65.24,1.9836,0
5,57,86.83,65.21,1.9847,0
5,58,91.13,59.32,1.9823,0
5,59,89.46,63.78,1.9822,1
5,60,87.34,61.98,1.9831,0
5,61,85.15,63.97,1.9843,0
5,62,84.17,62.99,1.9818,0
5,63,79.27,65.89,1.9815,0
5,64,81.74,62.53,1.9843,0
5,65,75.03,61.8,1.9827,0
5,66,78.26,65.59,1.9829,0
5,67,77.76,64.04,1.9812,0
5,68,74.27,64.5,1.9826,0
5,69,72.65,60.31,1.9833,0
5,70,73.89,59.17,1.9844,0
5,71,65.97,60.6,1.9825,0
5,72,74.56,60.44,1.9852,0
5,73,74.6,64.66,1.9826,0
5,74,76.16,65.23,1.9826,0
5,75,79.7,61.84,1.9851,0
5,76,79.54,66.6,1.9836,0
5,77,78.71,66.41,1.9827,0
5,78,82.96,63.03,1.9832,0
5,79,85.05,59.84,1.9849,0
5,80,86.47,67.03,1.985,0
5,81,87.53,62.12,1.9824,0
5,82,90.25,62.68,1.9833,0
5,83,85.02,61.28,1.9835,0
5,84,87.81,59.63,1.9822,0
5,85,89.8,57.9,1.9833,0
5,86,81.07,64.2,1.9834,1
5,87,84.37,59.95,0.9209,0
5,88,80.76,71.48,0.9256,0
5,89,79.48,59.04,0.8865,0
5,90,76.32,58.53,0.8705,0
5,91,76.45,63.83,0.9196,0
5,92,79.97,66.89,0.8739,0
5,93,71.0,62.5,0.8803,0
5,94,70.4,64.02,0.8551,0
5,95,69.67,56.77,0.8292,0
5,96,77.28,60.27,0.8362,0
5,97,72.3,59.08,0.8639,0
5,98,74.3,56.62,0.8342,0
5,99,74.62,62.65,0.7698,0
5,100,74.82,55.57,0.7997,0
5,101,42.7,58.34,0.8422,0
5,102,41.59,60.69,0.7849,0
5,103,41.52,59.81,0.738,0
5,104,41.76,63.49,0.8232,0
5,105,41.29,63.22,0.7859,0
5,106,40.3,64.98,0.7602,0
5,107,83.03,64.56,0.7458,0
5,108,90.3,65.73,0.7754,0
5,109,90.49,62.3,0.7281,0
5,110,89.59,63.21,0.7638,0
5,111,84.79,63.84,0.7422,0
5,112,84.19,62.73,0.7284,0
5,113,84.87,61.11,0.7196,1
5,114,82.19,61.31,0.7054,0
5,115,78.4,59.85,0.7298,0
5,116,73.56,63.57,0.676,0
5,117,76.28,62.02,0.6511,0
5,118,77.35,60.31,0.7011,0
5,119,70.65,60.32,0.6958,0
5,120,74.64,58.67,0.6863,0
5,121,73.72,65.24,0.6788,0
5,122,75.06,62.54,0.6551,0
5,123,76.09,59.71,0.6773,0
5,124,73.29,64.73,0.6511,0
5,125,72.42,60.62,0.6347,0
5,126,76.8,58.08,0.6339,0
5,127,82.16,65.37,0.687,0
6,0,88.79,62.66,2.9253,0
6,1,46.24,65.51,2.8807,0
6,2,44.89,64.84,2.8522,0
6,3,44.93,61.76,2.7465,0
6,4,47.47,60.24,2.761,0
6,5,44.38,65.66,2.6867,0
6,6,44.34,64.57,2.6775,0
6,7,44.61,57.43,2.6077,0
6,8,42.55,61.31,2.5915,0
6,9,43.23,62.75,2.5592,0
6,10,43.15,64.59,2.5664,0
6,11,81.97,64.98,2.569,0
6,12,80.55,63.1,2.5669,1
6,13,77.98,64.01,2.5697,0
6,14,83.59,62.44,2.5682,0
6,15,83.46,60.23,2.5665,0
6,16,83.22,61.47,2.567,0
6,17,88.47,62.31,2.5684,0
6,18,85.13,62.15,2.5687,0
6,19,95.41,56.59,2.5675,0
6,20,89.4,61.06,2.5676,0
6,21,92.42,62.42,2.5684,0
6,22,92.07,61.41,2.5677,0
6,23,94.61,61.51,2.5662,0
6,24,95.64,63.71,2.5667,0
6,25,92.41,59.01,2.5678,0
6,26,95.65,57.37,2.5688,0
